schemaname,relname,t_from,t_to,dt_sec,blks_read_per_sec,blks_hit_per_sec,blks_dirty_per_sec,blks_written_per_sec,wal_records_per_sec,wal_fpi_per_sec,wal_bytes_per_sec,tuples_deleted_per_sec,pages_scanned_per_sec,pages_removed_per_sec,recent_dead_per_sec,tuples_frozen_per_sec,vm_visible_per_sec,vm_frozen_per_sec,vm_visible_frozen_per_sec,unfrozen_pressure_per_sec
public,pgbench_tellers,2026-04-26 01:44:35+03,2026-04-26 01:44:36+03,1.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,last_stat_indexes_srv1,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,last_stat_indexes_srv1,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,last_stat_tables_srv1,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
pg_catalog,pg_attribute,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
pg_catalog,pg_attribute,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
pg_catalog,pg_depend,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
pg_catalog,pg_depend,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,pgbench_accounts,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,355.5217391304347826,0.00000000000000000000,0.00000000000000000000,168.2608695652173913,0.00000000000000000000,19286.217391304348,1531.9130434782608696,148.9565217391304348,0.00000000000000000000,430.1521739130434783,0.00000000000000000000,75.9347826086956522,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_accounts,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,pgbench_branches,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,pgbench_branches,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_history,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_history,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,pgbench_tellers,2026-04-26 01:44:36+03,2026-04-26 01:45:22+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_tellers,2026-04-26 01:45:22+03,2026-04-26 01:45:22+03,0.000000,,,,,,,,,,,,,,,,
public,last_stat_indexes_srv1,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,13.6956521739130435,0.00000000000000000000,0.00000000000000000000,5.2391304347826087,0.00000000000000000000,543.2391304347826087,23.2391304347826087,4.1739130434782609,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,4.1739130434782609,0.00000000000000000000,3.7173913043478261,0.00000000000000000000
public,last_stat_tables_srv1,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,9.7826086956521739,0.00000000000000000000,0.00000000000000000000,3.6956521739130435,0.04347826086956521739,688.5000000000000000,18.5869565217391304,2.4565217391304348,1.5217391304347826,0.00000000000000000000,0.00000000000000000000,2.4565217391304348,0.00000000000000000000,2.0217391304347826,0.00000000000000000000
pg_catalog,pg_attribute,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
pg_catalog,pg_depend,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_accounts,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,1843.8260869565217391,0.00000000000000000000,0.00000000000000000000,94.6739130434782609,0.00000000000000000000,6836.3913043478260870,95.4782608695652174,907.0869565217391304,0.00000000000000000000,1.4347826086956522,0.00000000000000000000,92.5434782608695652,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_branches,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_history,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
public,pgbench_tellers,2026-04-26 01:45:22+03,2026-04-26 01:46:08+03,46.000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000
